track,artist,danceability,energy,speechiness,valence
Closer To Home (I'm Your Captain),Grand Funk Railroad,0.339,0.583,0.0338,0.379
Rhapsody In Blue,Deodato,0.537,0.688,0.0363,0.701
Hot Love,T. Rex,0.553,0.533,0.047,0.514
Salve,Ramon Muntaner,0.629,0.683,0.111,0.35
Kocham cię Anno,Extra Ball,0.454,0.445,0.0268,0.656
Beyond The Blue Horizon,Lou Christie,0.241,0.487,0.0322,0.386
Star,Stealers Wheel,0.63,0.733,0.0334,0.698
Just The Same Way,Journey,0.422,0.747,0.0452,0.473
Minor Swing,David Grisman,0.663,0.37,0.0337,0.879
Flash Gordon's Ape,Captain Beefheart & His Magic Band,0.336,0.639,0.163,0.685
Energy Fools The Magician - 2004 Digital Remaster,Brian Eno,0.335,0.249,0.0274,0.0727
Antes Da Chuva Chegar,Guilherme Arantes,0.485,0.378,0.0354,0.222
Agapimu,Ana Belén,0.56,0.782,0.125,0.938
Agiborê - Ao Vivo,MPB4,0.501,0.741,0.0728,0.624
Dream On,The Righteous Brothers,0.25,0.559,0.0383,0.648
All You Get From Love Is A Love Song,Carpenters,0.571,0.521,0.0317,0.895
Time To Kill,The Band,0.76,0.785,0.0595,0.73
Diez Seran (We'll Get the Ten Million Tons),Carlos Puebla,0.753,0.343,0.0605,0.964
Tokai,Taeko Onuki,0.616,0.753,0.0475,0.761
Colorado,Danny Holien,0.319,0.274,0.0342,0.417
Roll Over Beethoven,Electric Light Orchestra,0.337,0.823,0.298,0.59
Quando Vem A Manhã (Una Manana),Leno e Lilian,0.472,0.707,0.0318,0.945
Money Runner,Quincy Jones,0.479,0.778,0.0421,0.781
Mi caballo está llorando,Los Del Guadalquivir,0.642,0.695,0.156,0.741
Clouds,David Gates,0.22,0.23,0.0331,0.099
Self Destruct,The Lurkers,0.574,0.896,0.0489,0.961
Something's Wrong With Me,Austin Roberts,0.407,0.267,0.0296,0.281
You Need Love,Styx,0.255,0.926,0.0678,0.638
Put It Where You Want It,The Crusaders,0.855,0.422,0.0379,0.907
Poor Poor Pitiful Me,Linda Ronstadt,0.712,0.535,0.0295,0.527
Dragon Path,Derek Bailey,0.424,0.374,0.426,0.135
Corinna,Taj Mahal,0.435,0.464,0.343,0.467
We Are All Uprooted - Remastered,Vangelis,0.598,0.37,0.0287,0.585
Virgin Man,Smokey Robinson,0.614,0.77,0.0729,0.715
Black Sand - Remastered,kalapana,0.478,0.723,0.0384,0.719
"So Young, So Bad",Starz,0.603,0.694,0.0487,0.683
Walfang,Torfrock,0.605,0.437,0.377,0.712
Break Away,Art Garfunkel,0.546,0.271,0.041,0.442
A Place In The Sun,Pablo Cruise,0.692,0.673,0.0302,0.852
Hill Where The Lord Hides,Chuck Mangione,0.465,0.587,0.0915,0.574
Welcome To Our World (Of Merry Music),Mass Production,0.694,0.844,0.0353,0.921
Could It Be Forever,David Cassidy,0.211,0.478,0.0292,0.483
Blue Night,Hot Rize,0.583,0.522,0.0336,0.915
Rock And Roll Heaven,The Righteous Brothers,0.481,0.759,0.0319,0.839
It's A Disco Night (Rock Don't Stop),The Isley Brothers,0.803,0.909,0.0489,0.972
He's So Fine,Jody Miller,0.518,0.513,0.0279,0.621
Pesadelo - Ao Vivo,MPB4,0.426,0.482,0.0404,0.412
The Blues Had a Baby and They Named It Rock and Roll,Muddy Waters,0.555,0.883,0.0463,0.759
You Really Got Me,Van Halen,0.454,0.946,0.13,0.647
Star Children Theme - (Bonus Version) (Remastered),Steven Halpern,0.252,0.0452,0.0371,0.0379
Kusuri o Takusan,Taeko Onuki,0.687,0.75,0.035,0.96
Jive Talkin',Bee Gees,0.811,0.545,0.0579,0.734
Eu Sigo Só,Antonio Marcos,0.53,0.605,0.0396,0.814
Imaginary Voyage - Pt. IV,Jean-Luc Ponty,0.464,0.741,0.0891,0.478
Dulzura,Lebrón Brothers,0.707,0.726,0.0456,0.826
Blackouts,Ashra,0.171,0.458,0.0367,0.482
Full Time Thing (Between Dusk And Dawn),Whirlwind,0.648,0.873,0.0589,0.606
Volunteers,Jefferson Airplane,0.501,0.825,0.0346,0.814
My One And Only Love,John Coltrane,0.461,0.0546,0.0362,0.23
Lady (put The Light On Me),Brownsville Station,0.513,0.807,0.0595,0.802
All My Trials,Ray Stevens,0.4,0.257,0.0269,0.405
Invito,Tito Schipa Jr.,0.166,0.443,0.0326,0.48
'Round About Midnight,Renato Sellani,0.42,0.0464,0.0458,0.0382
If I Get Lucky,J.B. Lenoir,0.51,0.304,0.0501,0.447
Le viol,Francis Lai,0.278,0.315,0.0326,0.0657
Sweet Water Rolling,Mike Seeger,0.64,0.00958,0.599,0.509
"Princess Of Dawn (fanfare sounds, moody solitude)",Deuter,0.291,0.108,0.0401,0.222
Ride 'em Cowboy,Paul Davis,0.505,0.265,0.0254,0.671
This Is It,Melba Moore,0.731,0.804,0.106,0.761
M.E.,Gary Numan,0.428,0.641,0.0296,0.208
A Day In The Park,Michal Urbaniak,0.456,0.618,0.045,0.308
Babylon a Fall - Remastered,Yabby You,0.714,0.301,0.123,0.651
Feelin' Good,J.B. Lenoir,0.843,0.285,0.0418,0.665
Oh! No Not My Baby,Rod Stewart,0.396,0.705,0.0467,0.71
Refavela,Gilberto Gil,0.621,0.699,0.0892,0.759
El Niño Yuntero,Joan Manuel Serrat,0.417,0.271,0.0381,0.352
Pretty Little Girl With The Red Dress On,Mike Seeger,0.637,0.135,0.0469,0.78
(She's Just A) Fallen Angel,Starz,0.423,0.908,0.0823,0.387
Caught In A Dream,Alice Cooper,0.554,0.633,0.0309,0.907
Heavy Lace,De Wolfe Music,0.685,0.398,0.146,0.499
Naked Ladies & Electric Ragtime,Michael Chapman,0.465,0.382,0.036,0.879
You're The Reason Why,The Ebonys,0.486,0.623,0.0316,0.609
Deeper Than The Night,Olivia Newton-John,0.765,0.457,0.0381,0.72
Don't Take Your Love,The Manhattans,0.593,0.701,0.032,0.659
Proposta - Versão Remasterizada,Roberto Carlos,0.327,0.465,0.0303,0.256
Plaza De San Juan - Instrumental,Paco de Lucía,0.408,0.253,0.042,0.556
Never Can Say Goodbye,Gloria Gaynor,0.609,0.869,0.0445,0.824
Portraits,Starcastle,0.319,0.646,0.0304,0.406
Right On The Tip Of My Tongue,Brenda & The Tabulations,0.47,0.694,0.0337,0.769
Crescete e moltiplicatevi: Scena d'amore 1 - Soundtrack,Ennio Morricone,0.601,0.149,0.0296,0.227
Olena,Don Nix,0.636,0.804,0.0284,0.969
Walking In Rhythm,The Blackbyrds,0.674,0.672,0.032,0.812
Livin' Ain't Livin',Firefall,0.494,0.666,0.0518,0.651
I Just Wanna Stop,Gino Vannelli,0.581,0.548,0.0325,0.672
Words (are Impossible),Margie Joseph,0.486,0.386,0.0338,0.229
Cicatrizes,MPB4,0.55,0.657,0.0425,0.919
It's Sad To Belong,England Dan & John Ford Coley,0.517,0.309,0.0356,0.539
Step By Step,Joe Simon,0.719,0.816,0.0317,0.938
"Nobody Does It Better - From ""The Spy Who Loved Me"" Soundtrack/Instrumental",Marvin Hamlisch,0.244,0.0687,0.032,0.0721
An Index Of Metals V,Robert Fripp,0.102,0.187,0.0476,0.0367
Everybody's Happy Nowadays - 2001 Remastered Version,Buzzcocks,0.535,0.802,0.137,0.598
Sneakin' Up Behind You,The Brecker Brothers,0.749,0.944,0.141,0.704
Brighton Hill,Jackie DeShannon,0.394,0.259,0.0338,0.751
Der Boxer,Torfrock,0.475,0.251,0.0356,0.474
More Than A Woman,Tavares,0.702,0.803,0.0418,0.882
Annie: Little Girls,Charles Strouse,0.611,0.209,0.062,0.562
Apeman,The Kinks,0.683,0.728,0.259,0.833
Maggie Lee,Bukka White,0.663,0.513,0.0898,0.667
West Texas Blues,Lightnin' Hopkins,0.619,0.315,0.044,0.415
The Golden Age Of Rock 'n' Roll,Mott The Hoople,0.516,0.842,0.0366,0.718
Give Me Your Love,Barbara Mason,0.54,0.597,0.0942,0.768
"Nice Mover - 7"" edit",Gina X Performance,0.431,0.476,0.0322,0.423
Let's Make A Baby,Billy Paul,0.63,0.583,0.0434,0.549
One Man Woman/One Woman Man,Paul Anka with Odia Coates,0.691,0.767,0.035,0.883
Tango (With Viola),Claude Bolling,0.528,0.235,0.0384,0.253
Chega de Padecer,VELHA GUARDA DA PORTELA,0.65,0.798,0.0577,0.964
Cousin Mary - Alternate Take,John Coltrane,0.546,0.344,0.0597,0.552
Watcha Get Ma Day Dreams,Pasteur Lappe,0.519,0.729,0.0335,0.29
Here I Am Come & Take Me,Al Green,0.815,0.388,0.0364,0.846
Helado De Chocolate,Eddie Palmieri,0.75,0.503,0.0376,0.718
5:15,The Who,0.432,0.853,0.0398,0.528
Sunflower,Glen Campbell,0.755,0.786,0.0305,0.979
All Strung Out On You,John Travolta,0.621,0.351,0.0364,0.606
Down on the Street - Remastered Single Mix,The Stooges,0.624,0.778,0.0282,0.908
Traffico caotico,Maria Teresa Luciani,0.342,0.645,0.0364,0.771
Valley of the Shadow of the Death - Remastered,Throbbing Gristle,0.321,0.788,0.868,0.0975
Water Babies,Miles Davis,0.491,0.217,0.0323,0.251
Keep Your Eye On The Sparrow,Merry Clayton,0.567,0.903,0.0587,0.662
Different Worlds,Maureen McGovern,0.604,0.549,0.055,0.704
It's A Long Way There,Little River Band,0.395,0.654,0.038,0.296
Mozambique,Bob Dylan,0.726,0.863,0.0293,0.821
Te Solté la Rienda,José Alfredo Jimenez,0.448,0.316,0.0557,0.784
Give Me A Reason To Be Gone,Maureen McGovern,0.682,0.632,0.0295,0.96
Sowiesoso,Cluster,0.331,0.451,0.0328,0.382
Pennies from Heaven - 2002 Remaster,Gunnar 'Silja-Bloo' Nilsson,0.399,0.349,0.032,0.216
Reelin' & Rockin',Chuck Berry,0.615,0.721,0.0531,0.949
É Proibido Fumar,Erasmo Carlos,0.644,0.784,0.0302,0.946
Jajauma Musume,Taeko Onuki,0.695,0.669,0.0255,0.874
Gimme Danger - Remastered 1976 album,The Stooges,0.346,0.54,0.0428,0.358
Springtime Mama,Henry Gross,0.471,0.63,0.0283,0.798
Mary Had A Baby,Mike Seeger,0.646,0.0248,0.0419,0.424
Feelings,Walter Jackson,0.327,0.282,0.0284,0.167
Raga Palas Kafi,Ravi Shankar,0.383,0.371,0.0395,0.329
These Hands,The Damned,0.472,0.649,0.184,0.766
Creation,Iasos,0.15,0.188,0.16,0.222
It Amazes Me,John Denver,0.37,0.322,0.0351,0.756
Canção Postal,Lô Borges,0.501,0.412,0.0307,0.35
Two Divided By Love,The Grass Roots,0.661,0.625,0.0294,0.962
Nem um Talvez,Miles Davis,0.309,0.212,0.0447,0.0474
Disorder - 2007 Remaster,Joy Division,0.32,0.798,0.124,0.74
Bilobela 1 & 2,Verckys & L'Orchestre Vévé,0.651,0.568,0.129,0.878
Lay Down (Candles In The Rain),Melanie with The Edwin Hawkins Singers,0.317,0.866,0.0703,0.603
Feel the Pain,The Damned,0.311,0.586,0.04,0.362
Viva Meu Samba / Samba De Amanhã,MPB4,0.671,0.839,0.0962,0.842
A Verdade Ninguém Vai Poder Mudar,Reginaldo Rossi,0.458,0.614,0.0426,0.5
Lay It On The Line,Triumph,0.228,0.872,0.0648,0.278
Leave Me Alone (ruby Red Dress),Helen Reddy,0.655,0.626,0.0467,0.874
Lost All My Money - Live,Lester Flatt,0.364,0.788,0.296,0.899
Mannequin - 2006 Remastered Version,Wire,0.419,0.75,0.0469,0.861
Baby Come Close,Smokey Robinson,0.43,0.368,0.0316,0.304
A Little Priest,Stephen Sondheim,0.592,0.388,0.21,0.505
Mama Told Me (Not To Come),Three Dog Night,0.673,0.673,0.0493,0.825
"Signed, Sealed, Delivered (I'm Yours)",Peter Frampton,0.661,0.813,0.0299,0.44
Dream Police,Cheap Trick,0.476,0.766,0.038,0.68
I've Got Love On My Mind,Natalie Cole,0.375,0.48,0.0436,0.409
I Will Never Pass This Way Again,Glen Campbell,0.397,0.353,0.0261,0.265
Da Doo Ron Ron,Shaun Cassidy,0.567,0.585,0.0363,0.876
You Won't See Me,Anne Murray,0.678,0.733,0.0342,0.762
Wham Bam (Shang-A-Lang),Silver,0.65,0.759,0.0355,0.943
Richochet,David Grisman,0.674,0.212,0.0497,0.837
Thème Dobbs,Francis Lai,0.575,0.171,0.0397,0.651
Beautiful,Gordon Lightfoot,0.593,0.243,0.0304,0.433
I Don't Want to Make You Love Me,Glass Hammer,0.457,0.478,0.0252,0.555
Main Sequence,Vangelis,0.499,0.719,0.0562,0.313
Midnight Train To Georgia,Gladys Knight And The Pips,0.558,0.416,0.0446,0.426
Daybreaker,Electric Light Orchestra,0.491,0.625,0.0266,0.365
Lady,Little River Band,0.457,0.328,0.0345,0.329
When We Get Married,Joe Bataan,0.418,0.342,0.0504,0.255
This Night Won't Last Forever,Bill LaBounty,0.648,0.402,0.0241,0.607
Do It,Neil Diamond,0.573,0.704,0.0274,0.708
God Bless Whoever Sent You,The Originals,0.453,0.536,0.0365,0.395
Daddy Don't You Walk So Fast,Wayne Newton,0.472,0.503,0.0272,0.443
Fool For The City,Foghat,0.348,0.977,0.131,0.463
That Song Is Driving Me Crazy,Tom T. Hall,0.576,0.514,0.107,0.876
The Plastic Man,The Temptations,0.669,0.532,0.037,0.55
Give Your Baby A Standing Ovation,The Dells,0.433,0.764,0.0977,0.708
In The Plan,New Grass Revival,0.598,0.603,0.0288,0.841
God's Word,J.B. Lenoir,0.742,0.181,0.0689,0.359
Subterfuge,999,0.483,0.759,0.0472,0.887
Do You Know What I Mean,Lee Michaels,0.788,0.865,0.0575,0.947
String Bender,Earl Scruggs,0.485,0.592,0.0316,0.961
It's Impossible,Perry Como,0.415,0.22,0.0261,0.268
Alisa Lovely,kalapana,0.525,0.413,0.0406,0.418
Suite,John Coltrane,0.365,0.541,0.0588,0.33
You Keep Me Dancing,Samantha Sang,0.774,0.527,0.0406,0.801
What's Your Mama's Name,Tanya Tucker,0.585,0.42,0.0531,0.512
Song Seller,The Raiders,0.52,0.779,0.0314,0.768
Rainbow In Your Eyes,Leon & Mary Russell,0.284,0.638,0.0696,0.5
Love Gun,KISS,0.408,0.867,0.0367,0.705
Vai Trabalhar Vagabundo - Ao Vivo,MPB4,0.618,0.312,0.0502,0.682
He-O,Vangelis,0.434,0.695,0.0388,0.487
Back In The U.s.a.,Linda Ronstadt,0.556,0.89,0.123,0.772
I Can't Control Myself - Live,Buzzcocks,0.242,0.948,0.173,0.648
Still Crazy After All These Years,Paul Simon,0.267,0.252,0.0351,0.13
They Just Can't Stop It the (Games People Play),The Spinners,0.722,0.406,0.0359,0.638
Cançó del Tocadiscos,Josep Maria Espinàs,0.611,0.483,0.0393,0.953
Movin',Brass Construction,0.697,0.923,0.0921,0.87
Ponta De Lança Africano,Jorge Ben Jor,0.651,0.91,0.2,0.654
Home Again,Marion,0.444,0.347,0.0385,0.578
"Dance A Little Bit Closer - 12"" Mix",Charo,0.722,0.711,0.0449,0.584
"Ghashiram Kotwal, Act 1",Bhaskar Chandavarkar,0.557,0.35,0.293,0.369
Sweet Understanding Love,Four Tops,0.589,0.867,0.0625,0.86
Back Street Midnight Queen,Yukihiro Takahashi,0.688,0.755,0.0349,0.947
Snowbird,Anne Murray,0.531,0.48,0.0366,0.881
Listen To Her Heart,Tom Petty,0.467,0.684,0.0367,0.23
Ocean Vision,Schawkie Roth,0.34,0.195,0.0336,0.353
The Kitten And The Cat,Ralph Stanley,0.624,0.528,0.0452,0.717
This Is Your Song,Don Goodwin,0.565,0.57,0.0372,0.667
You Brought The Woman Out Of Me,Evie Sands,0.704,0.693,0.0273,0.87
Exotica - Remastered,Throbbing Gristle,0.239,0.0236,0.0469,0.0323
Crow River Waltz,Leo Kottke,0.461,0.211,0.0394,0.249
Said No Word,Kayak,0.272,0.783,0.0465,0.581
Driftwood,The Moody Blues,0.354,0.396,0.0282,0.403
Join Together,The Who,0.56,0.743,0.0422,0.463
Magic by Candlelight,Marian McPartland,0.485,0.0387,0.0463,0.201
Siren Shallows,Iasos,0.271,0.26,0.0439,0.037
Undercover Man #1 (Bonus Track),Sam Spence,0.323,0.632,0.0322,0.783
Love Is The Drug,Roxy Music,0.838,0.757,0.0927,0.602
Sunshine,Jonathan Edwards,0.705,0.359,0.0649,0.837
Soft And Wet,Prince,0.904,0.463,0.106,0.926
Memorize Your Number,Leif Garrett,0.782,0.418,0.469,0.893
I. Fugace from Music from Suite for Flute and Jazz Piano,Claude Bolling,0.559,0.342,0.0455,0.684
Jordu,Bill Keith,0.65,0.383,0.0461,0.637
Sooner Or Later,The Impressions,0.45,0.789,0.126,0.779
Rock N' Roll (I Gave You The Best Years Of My Life),Mac Davis,0.556,0.464,0.0386,0.775
Love Of My Life,Gino Vannelli,0.483,0.735,0.0341,0.494
Swingtown,The Steve Miller Band,0.671,0.671,0.0558,0.707
It's All I Can Do,The Cars,0.603,0.701,0.0274,0.961
Paz Interior,Tim Maia,0.527,0.883,0.136,0.923
Every Kinda People,Robert Palmer,0.573,0.545,0.0436,0.95
La Califfa,Ennio Morricone,0.0667,0.355,0.0369,0.0979
Songman,Cashman & West,0.328,0.454,0.0393,0.809
Mr. Big Stuff,Jean Knight,0.886,0.491,0.171,0.971
O Gênio Cabeludo,Reginaldo Rossi,0.588,0.676,0.0762,0.931
Recollections,Miles Davis,0.409,0.193,0.034,0.054
Ka Makani Ka'ili Aloha,Gabby Pahinui,0.366,0.306,0.0334,0.419
Rock Your Baby,George McCrae,0.594,0.906,0.0594,0.892
Something Funny,Wailing Souls,0.743,0.424,0.0538,0.884
The Beauty Of Your Soul,Pholhas,0.432,0.608,0.0819,0.653
Chiquitita,ABBA,0.526,0.555,0.0338,0.38
I've Had It,Black Flag,0.364,0.776,0.0575,0.446
The Bitch Is Back,Elton John,0.586,0.86,0.0584,0.943
Rio Ancho,Paco de Lucía,0.389,0.592,0.0333,0.91
Good Advice,J.B. Lenoir,0.855,0.279,0.12,0.774
Der Zauberlehrling,Achim Reichel,0.304,0.919,0.117,0.596
Our Love,Natalie Cole,0.39,0.0968,0.0285,0.135
Le brin d'herbe,Brigitte Fontaine,0.556,0.107,0.0801,0.278
Behind Closed Doors,Charlie Rich,0.492,0.329,0.0274,0.589
Die Feuerwehr,Torfrock,0.723,0.393,0.891,0.925
Night And Day,Stan Getz,0.552,0.496,0.0396,0.652
Girl - Remastered,kalapana,0.624,0.623,0.0643,0.912
Keep On Singing,Helen Reddy,0.588,0.732,0.0749,0.946
T-R-O-U-B-L-E,Elvis Presley,0.54,0.937,0.0405,0.877
Rose Night,Claude Bolling,0.468,0.394,0.0515,0.677
Gavotte,Claude Bolling,0.523,0.412,0.0369,0.722
All Day Music,War,0.488,0.48,0.0313,0.558
La quiete familiare,Stelvio Cipriani,0.398,0.0493,0.064,0.346
Des Yeux Dorés Lp,Laurence Vanay,0.559,0.397,0.0308,0.74
Crow Black Chicken,The New Lost City Ramblers,0.589,0.43,0.0465,0.751
Ready Or Not,Helen Reddy,0.484,0.528,0.0421,0.642
Cruisin',Smokey Robinson,0.498,0.63,0.0276,0.822
Rumba Improvisada,Paco de Lucía,0.362,0.693,0.0328,0.533
Selange,Cluster,0.56,0.113,0.0574,0.785
I Honestly Love You,Olivia Newton-John,0.637,0.329,0.0272,0.152
Help Me Rhonda,Johnny Rivers,0.662,0.304,0.0432,0.581
Bury the World,Kayak,0.281,0.43,0.0336,0.164
Ground Hog Blues,Mike Bloomfield,0.327,0.341,0.0522,0.521
Raga Bilashkani Todi,Ravi Shankar,0.471,0.562,0.0448,0.57
Italian Lady,Chris Spheeris,0.624,0.769,0.028,0.872
Impressions of the Beatles,Krzysztof Sadowski,0.433,0.517,0.0997,0.436
Welcome To My Nightmare,Alice Cooper,0.438,0.717,0.05,0.593
Now That We Found Love,Third World,0.723,0.539,0.0684,0.556
Ricochet,Taj Mahal,0.535,0.868,0.142,0.156
What's Your Name,Lynyrd Skynyrd,0.518,0.922,0.0752,0.761
Give Up Your Guns,The Buoys,0.417,0.502,0.0282,0.66
Don't You Write Her Off,"McGuinn, Clark & Hillman",0.567,0.651,0.107,0.926
Backwater Blues,Lonnie Johnson,0.631,0.0917,0.0455,0.349
Seeland,NEU!,0.602,0.254,0.0259,0.0902
Mile High Swinger (A),Alan Hawkshaw,0.624,0.663,0.0336,0.963
Rawhide - Live,Lester Flatt,0.363,0.902,0.0929,0.952
Strange Way,Firefall,0.406,0.904,0.0609,0.642
Love,The Lettermen,0.283,0.274,0.0295,0.213
Nostalgia flamenca,Paco Cepero,0.48,0.116,0.0553,0.156
A Tu Recuerdo,Los Angeles Negros,0.456,0.492,0.0297,0.625
Love 'Em - Remastered,kalapana,0.638,0.543,0.0617,0.786
September,"Earth, Wind & Fire",0.694,0.831,0.0301,0.98
Aries,Iasos,0.351,0.242,0.0412,0.034
Sure Know Something,KISS,0.707,0.732,0.0303,0.928
Will You Promise,Ebo Taylor,0.589,0.681,0.0454,0.823
Ain't Gonna Eat Out My Heart Anymore,Angel,0.441,0.798,0.0343,0.754
A Little Fight Music,Duncan Lamont,0.326,0.593,0.0558,0.582
Fly At Night,Chilliwack,0.34,0.566,0.0404,0.502
1900 Yesterday,Liz Damon's Orient Express,0.605,0.234,0.0265,0.4
Everybody's Everything,Santana,0.519,0.9,0.0559,0.694
One Day At A Time,Marilyn Sellars,0.507,0.349,0.0247,0.323
Zieh' dir bloss die Schuhe aus - Remastered,Westernhagen,0.795,0.336,0.122,0.651
Wonder Could I Live There Anymore,Charley Pride,0.713,0.616,0.0302,0.898
O Mestre Sala dos Mares,João Bosco,0.679,0.385,0.0681,0.559
When The Train Comes Along,Mike Seeger,0.697,0.0227,0.171,0.516
Sad Little Johnny,Zbigniew Namysłowski Quintet,0.402,0.444,0.0452,0.377
Over The Hills And Far Away,Led Zeppelin,0.412,0.54,0.0516,0.299
You Keep Tightening Up On Me,The Box Tops,0.632,0.503,0.0289,0.694
Tô Doidão (Les Dalton),Reginaldo Rossi,0.669,0.603,0.24,0.811
Longfellow Serenade,Neil Diamond,0.635,0.5,0.0308,0.702
Shadows In The Moonlight,Anne Murray,0.63,0.689,0.0253,0.422
Bohemian Rhapsody,Queen,0.392,0.402,0.0536,0.228
Rock And Roll All Nite (live),KISS,0.421,0.992,0.177,0.184
Just What I Needed,The Cars,0.619,0.579,0.0473,0.69
Heaven Knows,The Grass Roots,0.687,0.588,0.0334,0.956
Majunga,Laurence Vanay,0.651,0.641,0.0465,0.861
Como Se Fósse Meu Irmão - Bonus Track,Leno e Lilian,0.583,0.417,0.0291,0.789
Savage Circle,The Ruts,0.415,0.804,0.0454,0.718
What My Baby Needs Now Is A Little More Lovin',James Brown-Lyn Collins,0.648,0.821,0.0579,0.636
She Lets Her Hair Down (Early In The Morning),Gene Pitney,0.617,0.619,0.0369,0.694
With a Vamp in the Middle,John Hartford,0.392,0.529,0.0341,0.68
The Mirror of My Soul,Pete Dunaway,0.402,0.485,0.0313,0.201
I've Got So Much To Give,Barry White,0.606,0.486,0.041,0.809
"They're Coming To Take Me Away, Ha-Haaa!",Napoleon XIV,0.821,0.707,0.269,0.228
Crazy Horses,The Osmonds,0.512,0.977,0.0671,0.731
Late Last Night My Willie Came Home,John Hartford,0.41,0.577,0.0304,0.766
Asas De Verão,Geraldo Azevedo,0.252,0.275,0.0287,0.0705
Razzle Dazzle,Jerry Orbach,0.512,0.37,0.0521,0.645
Everybody Plays The Fool,The Main Ingredient,0.485,0.641,0.0418,0.855
Let's All Chant,The Michael Zager Band,0.85,0.769,0.0359,0.967
Get On Our Own - 1996 Remastered Version,Buzzcocks,0.139,0.923,0.0928,0.499
Peccato d'orgoglio,Alphataurus,0.32,0.643,0.0494,0.114
The Killer,Big Youth,0.886,0.512,0.141,0.929
Livin' For The Weekend,The O'Jays,0.511,0.764,0.0909,0.673
I Got A Name,Jim Croce,0.584,0.656,0.0433,0.609
Together,The Illusion,0.515,0.572,0.0261,0.778
You're Gonna Get What's Coming,Bonnie Raitt,0.61,0.822,0.0484,0.359
Sucks,Crass,0.377,0.936,0.0933,0.526
I'm Bored,Iggy Pop,0.55,0.711,0.0349,0.901
Rock Me On The Water,Jackson Browne,0.452,0.494,0.0279,0.486
Tanka II,Brigitte Fontaine,0.697,0.655,0.291,0.635
Nothing To Hide,Tommy James,0.382,0.392,0.0593,0.724
Friends,Elton John,0.627,0.53,0.0266,0.314
More Of You,Charo,0.693,0.649,0.0332,0.559
Luther's Blues,Luther Allison,0.495,0.56,0.073,0.606
Success,Iggy Pop,0.375,0.924,0.0663,0.726
I Didn't Know I Loved You (Till I Saw You Rock And Roll),Gary Glitter,0.705,0.445,0.0434,0.807
Haven't Stopped Dancing Yet,Gonzalez,0.685,0.779,0.0479,0.943
It's One Of Those Nights (Yes Love),The Partridge Family Starring Shirley Jones Featuring David Cassidy,0.425,0.617,0.0274,0.646
Ulica Makowskiego,Jazz Band Ball Orchestra,0.5,0.429,0.035,0.646
Mutiny,Eloy,0.372,0.541,0.0318,0.201
Home Tonight,Aerosmith,0.171,0.512,0.029,0.218
The Last Farewell,Roger Whittaker,0.359,0.366,0.0308,0.52
I Feel Alright,The Damned,0.306,0.925,0.0653,0.6
Stand By Your Man,Candi Staton,0.657,0.639,0.0326,0.868
Congetture Melodiche,Alessandro Alessandroni,0.274,0.289,0.027,0.0871
Luchín,Victor Jara,0.686,0.126,0.0549,0.364
Don't Knock My Love - Pt. 1,Wilson Pickett,0.731,0.701,0.0287,0.961
Part Two: The Making of a Soul,The Residents,0.36,0.587,0.0683,0.224
Love On A Two-Way Street,The Moments,0.472,0.339,0.0392,0.242
Traditional / Arr. Ledger: Angels from the Realm of Glory,Traditional,0.249,0.179,0.0444,0.18
Polly Wolly Doodle,Leon Redbone,0.644,0.11,0.0873,0.719
Music,John Miles,0.276,0.628,0.0789,0.136
An Index Of Metals IV,Robert Fripp,0.127,0.253,0.0483,0.0336
Light Of A Clear Blue Morning,Dolly Parton,0.502,0.623,0.0864,0.438
Another the Letter - 2006 Remastered Version,Wire,0.514,0.614,0.0297,0.753
Cançó de la Felicitat,Dolors Laffitte,0.578,0.39,0.0465,0.488
Supermarket,Pete Dunaway,0.629,0.571,0.113,0.787
Fool Like You,Tim Moore,0.606,0.524,0.0338,0.835
It's Been A Long Time,The New Birth,0.684,0.634,0.0335,0.933
Alabama Wild Man,Jerry Reed,0.507,0.867,0.0591,0.834
Blinded By The Light,Manfred Mann's Earth Band,0.456,0.696,0.0653,0.508
Railroad Bill,Turner Foddrell,0.529,0.26,0.0345,0.9
I Cheat The Hangman,The Doobie Brothers,0.213,0.444,0.0382,0.362
Looking For Space,John Denver,0.17,0.335,0.0317,0.464
Me And Bobby McGee,Jerry Lee Lewis,0.495,0.842,0.0376,0.776
Turn! Turn! Turn!/To Everything There Is A Season,Judy Collins,0.451,0.166,0.0396,0.48
